Sentence,Token,Filename
386,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
386,Physical,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
386,"advertising,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
386,such,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
386,as,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
386,billboards,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,Digital,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,"advertising,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,such,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,as,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,s,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,Facebook,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,or,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,YoutTube,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
387,ad,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
388,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
388,Conference,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
388,or,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
388,trade,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
388,"association,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
388,or,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
388,event,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
389,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
389,Other:,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
389,TYPE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
389,BUT,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
389,DON'T,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
389,CODE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
390,Demographic,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
390,and,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
390,additional,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
390,profiling,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,Just,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,before,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,we,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,wrap,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,"up,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,I,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,need,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,to,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,capture,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,a,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,bit,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,more,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,information,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,about,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
391,you.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
392,D1.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
392,Are,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
392,you...,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
393,READ,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
393,LIST,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
394,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
394,18-29,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
395,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
395,30-39,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
396,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
396,40-49,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
397,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
397,50-59,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
398,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
398,60-69,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
399,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
399,70+,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
400,D2.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
400,How,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
400,many,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
400,employees,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
400,does,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
400,your,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
400,business,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
400,currently,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
400,employ?,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
401,WRITE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
401,IN,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,D3.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,Does,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,your,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,business,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,currently,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,accept,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,tap/contactless,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,payments,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,with,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,credit,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
402,cards?,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
403,SINGLE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
403,SELECTION,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
404,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
404,Yes,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
405,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
405,No,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,D4.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,"Approximately,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,what,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,percentage,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,of,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,your,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,business',373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,total,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,transactions,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,are,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
406,debit?,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
407,DO,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
407,NOT,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
407,READ,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
407,LIST,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
408,SELECT,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
408,RANGE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
409,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
409,Less,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
409,than,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
409,25%,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
410,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
410,Between,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
410,25-49%,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
411,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
411,Between,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
411,50-75%,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
412,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
412,More,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
412,than,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
412,75%,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,D5.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,What,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,percentage,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,of,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,the,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,business,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,do,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,you,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,currently,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
413,own?,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
414,DO,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
414,NOT,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
414,READ,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
414,LIST,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
415,SELECT,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
415,RANGE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
416,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
416,0%,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
417,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
417,1-25%,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
418,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
418,26-50%,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
419,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
419,51-75%,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
420,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
420,76-100%,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
421,D6.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
421,Does,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
421,your,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
421,business,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
421,accept,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
421,tips,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
421,from,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
421,customers?,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
422,SINGLE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
422,SELECTION,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
423,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
423,Yes,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
424,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
424,No,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
424,-,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
424,SKIP,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
424,D7,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,D7.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,On,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,a,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,scale,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,of,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,"1-5,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,how,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,important,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,is,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,tipping,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,for,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,you,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,and/or,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,your,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,employees,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,where,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,1,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,is,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,'not,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,at,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,all,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,"important',",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,and,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,5,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,is,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,'very,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
425,important'?,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
426,SINGLE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
426,SELECTION,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
427,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
427,1,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
427,-,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
427,Not,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
427,at,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
427,all,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
427,important,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
428,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
428,2,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
429,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
429,3,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
429,-,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
429,Not,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
429,sure,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
430,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
430,4,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
431,*,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
431,5,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
431,-,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
431,Very,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
431,important,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,D8.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,Please,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,list,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,any,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,"industry,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,"trade,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,or,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,business,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,associations,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,that,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,you,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,are,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,a,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,member,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,of,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,or,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,engaged,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,with.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,This,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,could,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,be,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,any,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,group,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,of,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,business,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,"owners,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,like,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,Restaurants,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,Canada,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,or,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,the,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,Canadian,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,Convenience,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,Stores,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
432,Association.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
433,OPEN,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
433,END,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
434,CODED,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,*INSERT,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,CLOSING,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,"TEXT,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,INCLUDING,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,WHERE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,THEY,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,SHOULD,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,GO,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,FOR,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,MORE,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,INFORMATION,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,(e.g.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
435,INTERAC.CA),373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,If,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,Respondent,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,agrees,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,to,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,be,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,entered,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,in,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,the,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,"Draw,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,please,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,say:,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,"""In",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,order,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,to,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,be,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,entered,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,into,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,the,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,draw,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,to,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,win,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,one,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,of,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,three,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,$1000,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,cash,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,"prizes,",373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,may,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,we,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,please,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,gather,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,your,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,information,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,for,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
436,participation.,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
437,Name_______________,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
438,Address______________,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
439,City____________,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
440,Province_____________,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
441,Postal,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
441,Code_____________,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
442,Email,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
442,Address___________,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
443,Interac,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
443,MSB,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
443,Merchant,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
443,Survey,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
444,1,373395_SCRUBBED_Interac MSB Quant Questionnaire Draft_11_13_2017.json
1,ï»¿5,390301-BQ3 - Questionnaire.json
